checksum1,checksum2,dataset_type,join_chunk,join_count,join_schedule,join_task_grain,join_threads,join_throughput,join_time,max_key,nr,ns,offset_task_grain,partition_block_size,partition_chunk,partition_schedule,partition_task_grain,partition_threads,partition_throughput,partition_time,time_sec,total_throughput
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,8,32,202458082.137271,0.493929,1000000,50000000,50000000,4,32768,0,auto,4,64,296891233.818302,0.336824,0.833937,119913178.244487
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,4,32,517959116.233795,0.193065,1000000,50000000,50000000,2,32768,0,auto,2,64,289970732.703654,0.344862,0.541077,184816701.229733
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,4,32,491559732.211509,0.203434,1000000,50000000,50000000,4,32768,0,auto,2,64,288746080.526152,0.346325,0.552948,180848833.935442
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,8,32,477394176.144182,0.209471,1000000,50000000,50000000,2,32768,0,auto,2,64,289774349.248620,0.345096,0.557771,179285207.219278
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,8,32,487573461.249124,0.205097,1000000,50000000,50000000,4,32768,0,auto,2,64,277432371.407495,0.360448,0.568621,175864139.494725
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,4,32,507012289.042090,0.197234,1000000,50000000,50000000,2,32768,0,auto,4,64,289042890.259032,0.345969,0.546815,182877088.581257
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,4,32,493150478.770435,0.202778,1000000,50000000,50000000,4,32768,0,auto,4,64,278186234.016949,0.359471,0.565337,176885601.359910
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,8,32,505503318.951743,0.197823,1000000,50000000,50000000,2,32768,0,auto,4,64,289054294.261520,0.345956,0.547079,182788837.655835
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,8,32,479095039.758208,0.208727,1000000,50000000,50000000,4,32768,0,auto,4,64,290831733.031105,0.343841,0.555732,179942807.732347
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,4,32,205622579.739176,0.486328,1000000,50000000,50000000,2,32768,0,auto,2,64,288536045.500553,0.346577,0.836181,119591279.237052
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,4,32,209901906.105622,0.476413,1000000,50000000,50000000,4,32768,0,auto,2,64,288323556.492390,0.346833,0.826568,120982143.573424
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,8,32,109151623.149195,0.916157,1000000,50000000,50000000,2,32768,0,auto,2,64,287964969.547650,0.347264,1.266796,78939279.498260
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,8,32,111100421.660222,0.900087,1000000,50000000,50000000,4,32768,0,auto,2,64,292307699.678918,0.342105,1.245608,80282074.425704
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,4,32,208179536.003823,0.480355,1000000,50000000,50000000,2,32768,0,auto,4,64,288458357.299850,0.346670,0.830409,120422525.670431
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,4,32,206242100.747345,0.484867,1000000,50000000,50000000,4,32768,0,auto,4,64,287737592.936534,0.347539,0.835706,119659342.397484
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,8,32,113198313.987911,0.883405,1000000,50000000,50000000,2,32768,0,auto,4,64,297813306.171850,0.335781,1.222371,81808248.654085
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,8,32,112673274.084142,0.887522,1000000,50000000,50000000,4,32768,0,auto,4,64,281406149.235193,0.355358,1.245923,80261810.780397
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,4,32,382187391.255959,0.261652,1000000,50000000,50000000,2,32768,0,auto,2,64,294512942.512666,0.339544,0.604372,165460970.145082
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,4,32,346503301.182659,0.288598,1000000,50000000,50000000,4,32768,0,auto,2,64,283548401.493122,0.352673,0.644352,155194593.605029
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,8,32,197040854.885806,0.507509,1000000,50000000,50000000,2,32768,0,auto,2,64,295593196.180423,0.338303,0.848977,117788804.661223
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,8,32,198552826.878265,0.503644,1000000,50000000,50000000,4,32768,0,auto,2,64,288906606.775470,0.346133,0.853176,117209116.882382
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,4,32,353080616.072180,0.283221,1000000,50000000,50000000,2,32768,0,auto,4,64,283216529.507143,0.353087,0.639329,156414043.745968
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,4,32,368319633.968278,0.271503,1000000,50000000,50000000,4,32768,0,auto,4,64,297751437.231828,0.335851,0.610859,163703915.125535
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,8,32,194342168.172343,0.514556,1000000,50000000,50000000,2,32768,0,auto,4,64,296930347.062852,0.336779,0.854422,117038246.718202
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,8,32,198020131.059619,0.504999,1000000,50000000,50000000,4,32768,0,auto,4,64,297562069.190582,0.336064,0.844705,118384573.256985
