checksum1,checksum2,dataset_type,join_chunk,join_count,join_schedule,join_task_grain,join_threads,join_throughput,join_time,max_key,nr,ns,offset_task_grain,partition_block_size,partition_chunk,partition_schedule,partition_task_grain,partition_threads,partition_throughput,partition_time,time_sec,total_throughput
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,4,32,397979786.957713,0.251269,1000000,50000000,50000000,2,32768,0,auto,4,64,288782200.852389,0.346282,0.600795,166446068.567405
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,4,32,414094105.141668,0.241491,1000000,50000000,50000000,4,32768,0,auto,4,64,283846717.682327,0.352303,0.596932,167523341.768555
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,8,32,578497024.032407,0.172862,1000000,50000000,50000000,2,32768,0,auto,4,64,291613025.484970,0.342920,0.519150,192622535.343827
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,8,32,580956581.417355,0.172130,1000000,50000000,50000000,4,32768,0,auto,4,64,298106102.448710,0.335451,0.511203,195617054.434755
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,4,32,620096536.093295,0.161265,1000000,50000000,50000000,2,32768,0,auto,2,64,296558793.660070,0.337201,0.501599,199362440.836482
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,4,32,614168374.854234,0.162822,1000000,50000000,50000000,4,32768,0,auto,2,64,285267647.889640,0.350548,0.516847,193480852.030462
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,8,32,625792583.780088,0.159797,1000000,50000000,50000000,2,32768,0,auto,2,64,289033824.345624,0.345980,0.509208,196383276.353858
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,8,32,622303672.548669,0.160693,1000000,50000000,50000000,4,32768,0,auto,2,64,290966612.782808,0.343682,0.507643,196988895.535367
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,4,32,574052192.116050,0.174200,1000000,50000000,50000000,2,32768,0,auto,4,64,298453895.041581,0.335060,0.512711,195041814.231719
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,4,32,604777235.262417,0.165350,1000000,50000000,50000000,4,32768,0,auto,4,64,290199423.156721,0.344591,0.513213,194850704.951718
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,8,32,599242999.783908,0.166877,1000000,50000000,50000000,2,32768,0,auto,4,64,296982211.809697,0.336721,0.506716,197349339.711041
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,8,32,594340723.964158,0.168254,1000000,50000000,50000000,4,32768,0,auto,4,64,286323707.123222,0.349255,0.520668,192060819.430439
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,4,32,513340561.350963,0.194802,1000000,50000000,50000000,2,32768,0,auto,2,64,284352014.516223,0.351677,0.549864,181863010.635250
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,4,32,511515926.852670,0.195497,1000000,50000000,50000000,4,32768,0,auto,2,64,290748930.322817,0.343939,0.542655,184279025.079630
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,8,32,498096056.641257,0.200764,1000000,50000000,50000000,2,32768,0,auto,2,64,288456168.894440,0.346673,0.550636,181608218.193777
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,8,32,517636422.521037,0.193186,1000000,50000000,50000000,4,32768,0,auto,2,64,277253134.279207,0.360681,0.556990,179536527.744237
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,4,32,491484653.542037,0.203465,1000000,50000000,50000000,2,32768,0,auto,4,64,276884763.456583,0.361161,0.567831,176108584.549871
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,4,32,514991320.357727,0.194178,1000000,50000000,50000000,4,32768,0,auto,4,64,277339109.159593,0.360569,0.557923,179236288.914585
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,8,32,497073166.468185,0.201178,1000000,50000000,50000000,2,32768,0,auto,4,64,277701002.718907,0.360100,0.564449,177163846.946932
6185417096973469475,16931092769743058723,uniform,0,2499986166,auto,8,32,510834602.052367,0.195758,1000000,50000000,50000000,4,32768,0,auto,4,64,276231228.880659,0.362016,0.560975,178260982.746510
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,4,32,487993653.139169,0.204921,1000000,50000000,50000000,2,32768,0,auto,2,64,290787626.198593,0.343894,0.552131,181116457.201731
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,4,32,589829846.457951,0.169540,1000000,50000000,50000000,4,32768,0,auto,2,64,287819682.784188,0.347440,0.520389,192163925.848038
